Country,Year,Production,Unit,Commodity,Source,iso3
Indonesia,2023,68.14388888888888,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2023,78.00644427056253,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2023,15.150474948041943,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2023,27.742393345727983,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2023,25.671956038969775,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2023,7.205703249999999,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2024,194.1589915382498,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2024,35.76401971630565,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2024,1033.0043940083526,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2024,44.11330900112503,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2024,11.90649805661077,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2024,22.83854276847395,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2024,11.095443831400294,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2024,15.96051543443009,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2024,24.412563549050184,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2024,31.731195470655543,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2024,1.8415511530435484,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2024,3.6602671615224116,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2024,2.8000661954430766,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2024,8.066666666666666,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2024,113.20000851390026,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2024,3.581469638041571,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2024,8.98360736957703,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2024,18.095378564405117,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2024,30.718629,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2024,37.759887500000005,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2024,29.729479605613342,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2024,629.8638355154867,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2024,73.46335668633235,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2024,42.20765978367747,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2024,16.571913316724654,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2024,262.91565946299414,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2024,11.924409625720255,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2024,21.427682753880003,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2024,14.918215761532528,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2024,45.32067377657212,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2024,179.45041792242912,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2024,121.482480584671,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2024,2.7229647566805086,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2024,61.40183536686927,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2024,94.719625,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2024,47.51916899108887,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2024,14.25927033201548,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2024,46.845839717959365,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2024,150.14036847249773,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2024,19.724965531425006,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2024,10.365615919344172,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2024,248.38965093411994,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2024,32.353693722819706,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2024,71.38874999999999,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2024,80.3667245101875,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2024,14.768555418923171,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2024,26.08877985876675,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2024,28.543489830347035,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2024,6.0987614,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2024,0.020030575289899488,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2024,-0.07439239185146485,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2024,-0.0027377406111199765,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2024,0.05768753913471558,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2024,0.005645840288987847,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2024,-0.02760642781844691,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2024,-0.08258480831913217,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2024,0.0318939552797628,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2024,-0.02591636781554507,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2024,0.06606814334907374,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2024,0.35915062139853626,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2024,-0.04094782201843661,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2024,-0.018919710345244645,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2024,-0.18351689490541556,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2024,-0.027804039314319184,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2024,-0.02739269249032472,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2024,0.006695840336111036,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2024,0.01966628678297,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2024,-0.11177197203860967,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2024,0.0590027410613887,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2024,0.003796672746072538,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2024,0.0712175373175632,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2024,-0.039788349014280966,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2024,-0.04784055298435097,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2024,0.048838354513874194,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2024,0.009470371689290769,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2024,0.14181483092970515,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2024,0.07904371584699454,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2024,0.007310793371832158,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2024,0.04737015239122533,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2024,-0.01114216137327284,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2024,0.032345221424274095,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2024,0.04466772803240304,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2024,0.10793285742544945,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2024,-0.06959367267799965,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2024,-0.1700700699736284,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2024,-0.04127629587146364,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2024,0.05337285103603806,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2024,-0.006509232230970552,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2024,-0.06786524047731479,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2024,0.03558743673167708,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2024,0.057426479421855525,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2024,0.021522767213129512,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2024,0.044755442216920516,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2024,0.02744259202087629,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2024,-0.02787178454015038,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2024,-0.06217539650424919,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2024,0.1088170340430854,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2024,-0.15593275125695194,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2024,0.04707510455996095,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2024,0.008671218130518158,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2024,0.2504586034031924,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2024,0.010695557374198273,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2024,0.002886807541166612,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2024,0.005537352559905775,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2024,0.0026901621931809654,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2024,0.0038697303017184792,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2024,0.005918984088984769,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2024,0.007693433782073373,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2024,0.0004464959999803219,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2024,0.0008874554713172478,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2024,0.0006788941778126578,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2024,0.001955815560099237,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2024,0.027446074965477546,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2024,0.0008683505015832255,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2024,0.0021781337701538344,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2024,0.004387341689522693,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2024,0.007447930485510206,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2024,0.0091551291967062,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2024,0.007208104810699773,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2024,0.1527145649064019,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2024,0.017811666459204435,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2024,0.010233520383507172,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2024,0.0040179676767106405,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2024,0.06374560385596811,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2024,0.0028911503170637345,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2024,0.005195280414906022,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2024,0.0036170179977673147,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2024,0.010988290780958827,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2024,0.04350891565772701,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2024,0.029454213943010697,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2024,0.000660200434799699,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2024,0.014887272524277838,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2024,0.022965386333276612,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2024,0.011521330179639269,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2024,0.0034572524121095813,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2024,0.011358077137971045,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2024,0.036402504403827765,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2024,0.0047824456002622485,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2024,0.0025132106907106225,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2024,0.060223679041062364,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2024,0.00784436251360857,billion cubic metres,gas,Energy Institute Statistical Review,IND
